,Popularity,Title,URL,Year,Lyrics
233,0,"Mailman, Bring Me No More Blues",http://www.metrolyrics.com/mailman-bring-me-no-more-blues-lyrics-beatles.html,2006,"She wrote me only one sad night,
told me she's no longer mine.
Sue sue mailman, that will do for sometime.
Mailman, bring me no more blues.
Mailman, bring me no more blues.
One more heartache is all I can use.
Mailman, bring me no more blues.
Mailman, bring me no more blues..."
234,0,March of the Meanies,http://www.metrolyrics.com/march-of-the-meanies-lyrics-beatles.html,2007,Instrumental
235,3,Martha My Dear,http://www.metrolyrics.com/martha-my-dear-lyrics-beatles.html,1990,"Martha, my dear
Though I spend my days in conversation, please
Remember me
Martha, my love
Don't forget me
Martha, my dear
Hold your head up
You silly girl
Look what you've done
When you
Find yourself in the thick of it
Help yourself to a bit of what is all around you
Silly girl
Take a good look around you
Take a good look; you're bound to see
That you and me
Were meant to be
For each other
Silly girl
---
Hold your hand out
You silly girl
See what you've done
When you
Find yourself in the thick of it
Help yourself to a bit of what is all around you
Silly girl
Martha, my dear
You have always been my inspiration, please
Be good to be
Martha, my love
Don't forget me
Martha, my dear"
236,1,Matchbox,http://www.metrolyrics.com/matchbox-lyrics-beatles.html,1988,
237,5,Maxwell's Silver Hammer,http://www.metrolyrics.com/maxwells-silver-hammer-lyrics-beatles.html,1990,"Joan was quizzical
Studied pataphysical
Science in the home
Late nights all alone with a test tube, oh, oh, oh, oh
Maxwell Edison
Majoring in medicine
Calls her on the phone
""Can I take you out to the pictures, Joan?""
But as she's getting ready to go
A knock comes on the door
Bang, bang, Maxwell's silver hammer came down upon her head
Clang, clang, Maxwell's silver hammer made sure that she was dead
Back in school again
Maxwell plays the fool again
Teacher gets annoyed
Wishing to avoid an unpleasant scene
She tells Max to stay
When the class has gone away
So he waits behind
Writing fifty times ""I must not be so"", oh, oh, oh
But when she turns her back on the boy
He creeps up from behind
Bang, bang, Maxwell's silver hammer came down upon her head
Clang, clang, Maxwell's silver hammer made sure that she was dead
P.C. 31
Said ""We've caught a dirty one""
Maxwell stands alone
Painting testimonial pictures, oh, oh, oh, oh
Rose and Valerie
Screaming from the gallery
Say ""He must go free"" (""Maxwell must go free"")
The judge does not agree
And he tells them so, oh, oh, oh
But as the words are leaving his lips
A noise comes from behind
Bang, bang, Maxwell's silver hammer came down upon his head
Clang, clang, Maxwell's silver hammer made sure that he was dead
Silver hammer win"
238,0,Maxwell's Sliver Hammer,http://www.metrolyrics.com/maxwells-sliver-hammer-lyrics-beatles.html,2007,"Joan was quizzical
Studied pataphysical
Science in the home
Late nights all alone with a test tube, oh, oh, oh, oh
Maxwell Edison
Majoring in medicine
Calls her on the phone
""Can I take you out to the pictures, Joan?""
But as she's getting ready to go
A knock comes on the door
Bang, bang, Maxwell's silver hammer came down upon her head
Clang, clang, Maxwell's silver hammer made sure that she was dead
Back in school again
Maxwell plays the fool again
Teacher gets annoyed
Wishing to avoid an unpleasant scene
She tells Max to stay
When the class has gone away
So he waits behind
Writing fifty times ""I must not be so"", oh, oh, oh
But when she turns her back on the boy
He creeps up from behind
Bang, bang, Maxwell's silver hammer came down upon her head
Clang, clang, Maxwell's silver hammer made sure that she was dead
P.C. 31
Said ""We've caught a dirty one""
Maxwell stands alone
Painting testimonial pictures, oh, oh, oh, oh
Rose and Valerie
Screaming from the gallery
Say ""He must go free"" (""Maxwell must go free"")
The judge does not agree
And he tells them so, oh, oh, oh
But as the words are leaving his lips
A noise comes from behind
Bang, bang, Maxwell's silver hammer came down upon his head
Clang, clang, Maxwell's silver hammer made sure that he was dead
Silver hammer win"
239,3,Mean Mr Mustard,http://www.metrolyrics.com/mean-mr-mustard-lyrics-beatles.html,1990,"Mean Mr. Mustard sleeps in the park
Shaves in the dark
Trying to save paper
Sleeps in a hole in the road
Saving up to buy some clothes
Keeps a ten-bob note up his nose
Such a mean old man
Such a mean old man
His sister Pam works in a shop
She never stops
She's a go-getter
Takes him out to look at the Queen
Only place that he's ever been
Always shouts out something obscene
Such a dirty old man
Dirty old man"
240,0,Medley,http://www.metrolyrics.com/medley-lyrics-beatles.html,2017,"I don't care if I spent my dough
night gonna be
Gonna rock it up,
gonna shake it up,
gonna roll it up,
have 'em ball tonight.
Rattle and roll,
I said shake rattle and roll,
Well you never done nothing
to save your doggone soul.
Well get out of that kitchen
and shake those pots and pans.
I said get out of that kitchen
and shake those pots and pans.
I said to my soul:
you're the devil in a frying pan.
Well I said shake rattle and roll,
I said shake rattle and roll,
I said shake rattle and roll,
I said shake rattle and roll.
Well you never done nothing
to save your doggone soul.
You can knock me down,
slap my face,
slander my name
all over the place.
Do anything that you want to do,
but oh oh honey,
lay off of them shoes.
Now don't you step
on my blue suede shoes.
Well you can do anything
but lay off of them blue suede shoes.
Ah go!
You can burn my house,
steal my car,
drink my liquor
from an old fruit jar.
Do anything
that you want to do,
but ah ah honey,
lay off of them shoes.
And don't you step
on my blue suede shoes, please.
Well you can do anything
but lay off of them blue suede shoes.
Ah go, hit it, Carl [Perkins]!
Well blue blue,
blue suede shoes.
Yeah blue blue,
blue suede shoes.
Babe blue blue,
blue suede shoes.
Yeah brown brown
brown suede boots.
Well do anything
but lay off of them blue suede shoes."
241,0,Medley: Kansas City / Hey Hey Hey Hey,http://www.metrolyrics.com/medley-kansas-city-hey-hey-hey-hey-lyrics-beatles.html,2007,"Hey jude
dont make it bad.
Take a sad song and make it better.
Remember to let her into your heart
Then you can start to make it better.
Hey jude
dont be afraid.
You were made to go out and get her.
The minute you let her under your skin
Then you begin to make it better.
And anytime you feel the pain
hey jude
Dont carry the world upon your shoulders.
For well you know that its a fool who plays it cool
By making his world a little colder.
Hey jude
dont let me down.
You have found her
now go and get her.
Remember to let her into your heart
Then you can start to make it better.
So let it out and let it in
hey jude
begin
Youre waiting for someone to perform with.
And dont you know that its just you, hey jude
youll do
The movement you need is on your shoulder.
Hey jude
dont make it bad.
Take a sad song and make it better.
Remember to let her under your skin
Then youll begin to make itBetter better better better better better, oh.
Na na na na na, na na na, hey jude..."
242,0,"Medley: Rip It Up / Shake, Rattle And Roll / Blue Suede Shoes",http://www.metrolyrics.com/medley-rip-it-up-shake-rattle-and-roll-blue-suede-shoes-lyrics-beatles.html,2007,
243,0,"Medley: Rip it up/Shake, Rattle and Roll/Blue Suede Shoes",http://www.metrolyrics.com/medley-rip-it-upshake-rattle-and-rollblue-suede-shoes-lyrics-beatles.html,2017,
244,0,Medley: Sea of Time & Sea of Holes,http://www.metrolyrics.com/medley-sea-of-time-sea-of-holes-lyrics-beatles.html,2007,(Instrumental)
245,0,Medly,http://www.metrolyrics.com/medly-lyrics-beatles.html,2006,"Ah Kansas City
Going to get my baby back home
I'm going to Kansas City
Going to get my baby back home
Well its a long long time too
My baby's been gone
Ah, Kansas City
Going get my baby one time
I'm going to Kansas City
Going get my baby one time
Its a just a 1-2-3-4,
5-6-7-8-9
Hey hey hey hey
(hey hey hey hey)
Hey, baby
(hey, baby)
Ooh now girl
(yeah, yeah)
I said yeah now, huh
(girl, girl)
Now now now now tell me baby
What's been wrong with you
Hey hey hey hey
(hey hey hey hey)
Hey now baby
(hey baby)
Ooh now girl
(yeah, yeah)
I said yeah now, huh
(girl, girl)
Now now now now tell me baby
What's been wrong with you
I said bye
(bye bye bye bye)
Bye bye baby bye bye
(bye bye bye bye)
So long
(so long so long)
Bye bye baby I'm gone
(bye bye bye bye)
I said bye bye baby
Bye, bye, bye, bye
Bye now bye
(bye bye bye bye)
Bye now baby bye
(bye bye bye bye)
...."
246,0,"Memphis, Tennessee",http://www.metrolyrics.com/memphis-tennessee-lyrics-beatles.html,2006,
247,0,Michelle,http://www.metrolyrics.com/the-word-michelle-lyrics-beatles.html,2009,"Michelle, ma belle.
These are words that go together well
My Michelle.
Michelle, ma belle.
Sont des mots qui vont trÃ¨s bien ensemble
TrÃ¨s bien ensemble.
I love you, I love you, I love you,
That's all I want to say.
Until I find a way
I will say the only words I know that
You'll understand.
Michelle, ma belle.
Sont des mots qui vont trÃ¨s bien ensemble
TrÃ¨s bien ensemble.
I need to, I need to, I need to,
I need to make you see
Oh, what you mean to me.
Until I do I'm hoping you will
Know what I mean.
I love you...
I want you, I want you, I want you,
I think you know by now
I'll get to you somehow.
Until I do I'm telling you so
You'll understand.
Michelle, ma belle.
Sont des mots qui vont trÃ¨s bien ensemble
TrÃ¨s bien ensemble.
I will say the only words I know that
You'll understand, ma Michelle."
248,7,Michelle,http://www.metrolyrics.com/michelle-lyrics-beatles.html,1973,"Michelle, ma belle.
These are words that go together well
My Michelle.
Michelle, ma belle.
Sont des mots qui vont trÃ¨s bien ensemble
TrÃ¨s bien ensemble.
I love you, I love you, I love you,
That's all I want to say.
Until I find a way
I will say the only words I know that
You'll understand.
Michelle, ma belle.
Sont des mots qui vont trÃ¨s bien ensemble
TrÃ¨s bien ensemble.
I need to, I need to, I need to,
I need to make you see
Oh, what you mean to me.
Until I do I'm hoping you will
Know what I mean.
I love you...
I want you, I want you, I want you,
I think you know by now
I'll get to you somehow.
Until I do I'm telling you so
You'll understand.
Michelle, ma belle.
Sont des mots qui vont trÃ¨s bien ensemble
TrÃ¨s bien ensemble.
I will say the only words I know that
You'll understand, ma Michelle."
249,1,Misery,http://www.metrolyrics.com/misery-lyrics-beatles.html,2014,"The world is treating me bad
Misery
I'm the kind of guy
Who never used to cry
The world is treatin' me bad
Misery
I've lost her now for sure
I won't see here no more
It's gonna be a drag
Misery
I'll remember all the little things we've done
Can't she see she'll always be the only one, only one?
Send her back to me
'Cause everyone can see
Without her I will be
In misery
I'll remember all the little things we've done
She'll remember and she'll miss her only one, lonely one
Send her back to me
'Cause everyone can see
Without her I will be
In misery
Oh, ooo, ooo in misery
Ooo, my misery
La, la, la, la, la, la
Misery"
250,2,Money,http://www.metrolyrics.com/money-lyrics-beatles.html,2006,"The best things in life are free
But you can keep them for the birds and bees
Now give me money, (That's what I want)
That's what I want
(That's what I want)
That's what I want, (That's what I want), yeah!
(That's what I want)
You're lovin' gives me a thrill
But you're lovin' don't pay my bills
Now give me money, (That's what I want)
That's what I want
(That's what I want)
That's what I want, (That's what I want), oh, yeah!
(That's what I want)
Money don't get everything, it's true
What it don't get, I can't use
Now give me money, (That's what I want)
That's what I want
(That's what I want)
That's what I want, (That's what I want), yeah!
(That's what I want)
Waaa!
Â·Â·Â·
Money don't get everything, it's true
What it don't get, I can't use
Now give me money, (That's what I want)
That's what I want
(That's what I want)
That's what I want, (That's what I want), yeah!
(That's what I want)
Well now give me money
(That's what I want)
A whole lotta money
(That's what I want), whoa yeah, I wanna be free
(That's what I want)
Oh, a lotta money, (That's what I want)
That's what I want, (That's what I want), yeah!
(That's what I want)
Well now give me money
(That's what I want)
Whole lotta money
(That's what I want), whoa yeah, you know I need money
(That's what I want)
Now, give me money
(That's what I want)
That's what I want, (That's what I want), yeah
That's what I want"
251,0,Money (alt version to UK release) (Original Mono),http://www.metrolyrics.com/money-alt-version-to-uk-release-original-mono-lyrics-beatles.html,2006,"The best things in life are free
But you can tell me 'bout the birds and bees.
Now gimme money that's what I want
That's what I want that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Money don't get everything it's true.
What it don't get I can't use.
So gimme money that's what I want
A little money that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Yeh gimme money that's what I want
A little money that's what I want
That's what I want that's what I want
So gimme money that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Your lovin' give me a thrill
But your lovin' don't pay my bill.
Now gimme money that's what I want
That's what I want that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Money don't get everything it's true.
What it don't get I can't use.
So gimme money that's what I want
A little money that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Yeh gimme money that's what I want
A little money that's what I want
That's what I want that's what I want
So gimme money that's what I want
That's what I want, ye-ye-yeh, That's what I want."
252,0,Money (alt version to UK release)(Stereo),http://www.metrolyrics.com/money-alt-version-to-uk-releasestereo-lyrics-beatles.html,2006,"The best things in life are free
But you can tell me 'bout the birds and bees.
Now gimme money that's what I want
That's what I want that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Money don't get everything it's true.
What it don't get I can't use.
So gimme money that's what I want
A little money that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Yeh gimme money that's what I want
A little money that's what I want
That's what I want that's what I want
So gimme money that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Your lovin' give me a thrill
But your lovin' don't pay my bill.
Now gimme money that's what I want
That's what I want that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Money don't get everything it's true.
What it don't get I can't use.
So gimme money that's what I want
A little money that's what I want
That's what I want, ye-ye-yeh, That's what I want.
Yeh gimme money that's what I want
A little money that's what I want
That's what I want that's what I want
So gimme money that's what I want
That's what I want, ye-ye-yeh, That's what I want."
253,0,Money (That's What I Want),http://www.metrolyrics.com/money-thats-what-i-want-lyrics-beatles.html,2014,"The best things in life are free
But you can't keep 'em for the birds and bees
Now give me money (that's what I want)
That's what I want (that's what I want)
That's what I want (that's what I want) yeah
That's what I want
Your loving give me a thrill
But your loving don't pay my bills
Now give me money (that's what I want)
That's what I want (that's what I want)
That's what I want (that's what I want) yeah
That's what I want
Money don't get everything it's true
What it don't get I can't use
Now give me money (that's what I want)
That's what I want (that's what I want)
That's what I want (that's what I want) yeah
That's what I want
Money don't get everything it's true
What it don't get I can't use
Now give me money (that's what I want)
That's what I want (that's what I want)
That's what I want (that's what I want) yeah
That's what I want
Well, now give me money (that's what I want)
Whole lot of money (that's what I want)
Whoah yeah, I wanna be free (that's what I want)
Oh, money (that's what I want)
That's what I want, yeah (that's what I want)
That's what I want
Well, now give me money (that's what I want)
Whole lot of money (that's what I want, whoo)
Whoah, yeah, you know I need money (that's what I want)
Now give me money (that's what I want, whoo)
That's what I want, yeah (that's what I want)
That's what I want"
254,0,Moonlight Bay,http://www.metrolyrics.com/moonlight-bay-lyrics-beatles.html,2006,"We were strolling along
(Twist and shout!)
On Moonlight Bay
(Woo!)
We can hear the voices singing
(I like it, I like it)
And they seem to say
You have broken my heart
(Oh, twist and shout!)
Don't go away
(Are The Beatles gone?)
(No, they're here)
(Oh!)
With your short fat hairy legs
On Moonlight Bay
On Moonlight Bay"
255,3,Mother Nature's Son,http://www.metrolyrics.com/mother-natures-son-lyrics-beatles.html,1990,"Born a poor young country boy, Mother Nature's son
All day long I'm sitting singing songs for everyone
Sit beside a mountain stream, see her waters rise
Listen to the pretty sound of music as she flies
Find me in my field of grass, Mother Nature's son
Swaying daises sing a lazy song beneath the sun

Wah, Mother Nature's son"
256,2,Mr Moonlight,http://www.metrolyrics.com/mr-moonlight-lyrics-beatles.html,2006,"Mr. Moonlight
You came to me
one summer night
And from your beam you made my dream
And from the world you sent my girl
And from above you sent us love
And now she is mine
I think you're fine
because we love you
Mr. Moonlight
Mr. Moonlight,
come again please
here I am on my knees
beggin if you please
And the night you don't come my way
I pray and pray more each day
because we love you
Mr. Moonlight
And the night you don't come my way
I pray and pray more each day
because we love you
Mr. Moonlight
Mr. Moonlight
Mr. Moonlight"
257,2,My Bonnie,http://www.metrolyrics.com/my-bonnie-lyrics-beatles.html,2013,"My Bonnie lies over the ocean
My Bonnie lies over the sea
My Bonnie lies over the ocean
Oh bring back my Bonnie to me
My Bonnie lies over the ocean
My Bonnie lies over the sea
Well my Bonnie lies over the ocean
Yeah bring back my Bonnie to me
Yeah bring back, ah bring back
Oh bring back my Bonnie to me, to me
Oh bring back, oh bring back
Oh bring back my Bonnie to me
Well my Bonnie lies over the ocean
My Bonnie lies over the sea
Yeah my Bonnie lies over the ocean
Oh I said bring back my Bonnie to me
Yeah bring back, ah bring back
Oh bring back my Bonnie to me, to me
Oh bring back, ah bring back
Oh bring back my Bonnie to me"
258,0,My Sweet Lord,http://www.metrolyrics.com/my-sweet-lord-lyrics-beatles.html,2000,
259,3,No Reply,http://www.metrolyrics.com/no-reply-lyrics-beatles.html,2006,"This happened once before
When I came to your door
No reply
They said it wasn't you
But I see you been trought
Your Window
I saw the light
I saw the light
And know that you saw me
Cause I look up to see your face
I tried to telephone
You said you were not home
That's a lie
Cauae I know were you been
And I saw you walking
Your door
I nearly died
I nearly died
Cause you were hand in hand
with another man in my place
If I were you I realice that I
Love you more than any other guy
And I will give the life that I
when you gave me no reply
I tried to tellephone
You said you were not home
That's a lie
Cause I know where you been
And I saw you walking
Your door
I nearly died
I nearly died
Cause you were hand in hand
With another man in my place
No reply
No reply"
260,0,Nobody I Know,http://www.metrolyrics.com/nobody-i-know-lyrics-beatles.html,2007,
261,1,Nobody's Child,http://www.metrolyrics.com/nobodys-child-lyrics-beatles.html,2013,"As I was slowly passing
An orphan's home one day,
I stopped for just a little while
To watch the children play.
Alone a boy was standing
And when I asked him why,
He turned with eyes that could not see
And he began to cry.
I'm nobody's child,
I'm nobody's child.
Just like the flowers
I'm growing wild.
I got no mummy's kisses
I got no daddy's smile.
Nobody wants me,
I'm nobody's child.

No mummy's arms to hold me
Or sue me when I cry,
'cos sometimes I feel so lonesome
I wish that I could die.
I'll walk the streets of heaven
Where all blinds can see.
And just like for the other kids
It will be a home for me.
I'm nobody's child,
I'm nobody's child.
Just like the flowers
I'm growing wild.
I got no mummy's kisses
I got no daddy's smile.
Nobody wants me,
I'm nobody's child"
262,6,Norwegian Wood,http://www.metrolyrics.com/norwegian-wood-lyrics-beatles.html,1996,"I once had a girl
Or should I say she once had me
She showed me her room
Isn't it good Norwegian wood?
She asked me to stay
And she told me to sit anywhere
So I looked around
And I noticed there wasn't a chair
I sat on the rug biding my time
Drinking her wine
We talked until two and then she said
""It's time for bed""
She told me she worked
In the morning and started to laugh
I told her I didn't
And crawled off to sleep in the bath
And when I awoke I was alone
This bird had flown
So I lit a fire
Isn't it good Norwegian wood?"
263,3,Norwegian Wood (this Bird Has Flown),http://www.metrolyrics.com/norwegian-wood-this-bird-has-flown-lyrics-beatles.html,1973,"I once had a girl
Or should I say she once had me
She showed me her room
Isn't it good Norwegian wood?
She asked me to stay
And she told me to sit anywhere
So I looked around
And I noticed there wasn't a chair
I sat on the rug
Biding my time
Drinking her wine
We talked until two and then she said
""It's time for bed""
She told me she worked
In the morning and started to laugh
I told her I didn't
And crawled off to sleep in the bath
And when I awoke I was alone
This bird had flown
So I lit a fire
Isn't it good Norwegian wood?"
264,1,Not A Second Time,http://www.metrolyrics.com/not-a-second-time-lyrics-beatles.html,2006,"You know you made me cry
I see no use in wondering why
I cry for you
And now you've changed your mind
I see no reason to change mine
I cry
It's through
Ohhhhh, oh ohhh
You're giving me the same old line
I'm wond'ring why
You hurt me then
You're back again
No, no, no
Not a second time
Â·Â·Â·
You know you made me cry
I see no use in wondering why
I cry for you
Ooh, oooooh, ooh, oooh, yeah
And now you've changed your mind
I see no reason to change mine
I cry
It's through
Ohhhhh, oh ohhh
You're giving me the same old line
I'm wond'ring why
You hurt me then
You're back again
No, no, no
Not a second time
Not a second time
Not a second ti'e
No, no, no, no, no
(Not a second time) No, no, no
No, no, no, no, no"
265,1,Not Guilty,http://www.metrolyrics.com/not-guilty-lyrics-beatles.html,2006,"Not guilty
For getting in your way
While you're trying to steal the day.
Not guilty
And I'm not here for the rest,
I'm not trying to steal your vest.
I am not trying to be smart,
I only want what I can get.
I'm really sorry for your ageing head.
But like you heard me said:
Not guilty.
No use handing me a writ
While I'm trying to do my bit.
I don't expect to take your heart.
I only want what I can get.
I'm really sorry that you're underfed.
But like you heard me said:
Not guilty.
Not guilty
For looking like a freak,
Making friends with every sikh.
Not guilty
For leading you astray
On the road to mandalay.
I won't upset the apple cart.
I only want what I can get.
I'm really sorry that you've been misled.
But like you heard me said:
Not guilty."
266,0,Nothin' Shakin',http://www.metrolyrics.com/nothin-shakin-lyrics-beatles.html,2006,"I tried to find out
what love is all about,
and every day
it sure lets out.
I see my baby
I get week in my knees.
There's nothing shaking
but the leaves on the trees.
My pappie told me
there'd be times like these.
There's nothing shaking
but the leaves on the trees.
We meet the gang
and go to rocking Joes.
The cats are something
on the heels and toes.
I grab my baby,
tried to give her a squeeze.
There's nothing shaking
but the leaves on the trees.
Why must she be
such a doggone tease?
There's nothing shaking
but the leaves on the trees.
She's got a way
that makes me act like a fool.
Spent my money,
then she plays me cool.
I beg her for kisses
on my bended knees.
Oh won't you give me
some loving, baby,
please please please.
Though I keep trying hard
to make her mine,
one day the wind will blow
and the sun will shine.
Till that time
she puts my heart at ease.
There's nothing shaking
but the leaves on the trees
She locked my heart
and threw away the keys.
There's nothing shaking
but the leaves on the trees, yeah.
She's got a way
that makes me act like a fool.
Spent my money,
then she plays me cool.
I'm begging her for kisses
on my bended knees.
Oh won't you give me
some of your loving, baby,
please please please.
Though I keep trying hard
to make her mine,
one day the wind will blow
and the sun will shine.
Till that time
she puts my heart at ease.
There's nothing shaking
but the leaves on the trees
She locked my heart
and threw away the keys.
There's nothing shaking
but the leaves on the trees
There's nothing shaking
but the leaves on the trees
There's nothing shaking
but the leaves on the trees
There's nothing shaking
but the leaves on the trees"
267,5,Nowhere Man,http://www.metrolyrics.com/nowhere-man-lyrics-beatles.html,1973,"He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody
Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere man, please listen (aaah-ah-la-la-la)
You don't know what you're missing (aaah-ah-la-la-la)
Nowhere man (aaah-ah-la-la-la)
The world is at your command (aaah-aah-lala-lala-la)
He's as blind as he can be
Just sees what he wants to see
Nowhere man, can you see me at all?
Nowhere man, don't worry (aaah-ah-la-la-la)
Take your time; don't hurry (aaah-ah-la-la-la)
Leave it all (aaah-ah-la-la-la)
Till somebody else lends you a hand (aaah-aah-lala-lala)
Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere man please listen (aaah-ah-la-la-la)
You don't know what you're missing (aaah-ah-la-la-la)
Nowhere man (aaah-ah-la-la-la)
The world is at your command (aaah-aah-lala-lala)
He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody
Making all his nowhere plans for nobody
Making all his nowhere plans for nobody"
268,0,"Ob-La-Di, Ob-La-Da",http://www.metrolyrics.com/ob-la-lyrics-beatles.html,2014,"[Verse 1]
Desmond has his barrow in the market place
Molly is the singer in a band
Desmond says to Molly, ""girl, I like your face""
And Molly says this as she takes him by the hand
[Chorus 1]
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
[Verse 2]
Desmond takes a trolley to the jeweler's store
Buys a twenty carat golden ring (ring!)
Takes it back to Molly waiting at the door
And as he gives it to her, she begins to sing (sing!)
[Chorus 1]
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
[Chorus 2]
In a couple of years, they have built a home sweet home
With a couple of kids running in the yard
Of Desmond and Molly Jones (ha, ha, ha, ha, ha)
[Chorus 3]
Happy ever after in the market place
Desmond lets the children lend a hand (arm, leg)
Molly stays at home and does her pretty face
And in the evening, she still sings it with the band
Yes!
[Chorus 1]
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
[Chorus 2]
In a couple of years they have built a home sweet home
With a couple of kids running in the yard
Of Desmond and Molly Jones (ha, ha, ha, ha, ha)
[Chorus 3]
Happy ever after in the market place
Molly lets the children lend a hand (foot)
Desmond stays at home and does his pretty face
And in the evening, she's a singer with the band
[Chorus 1]
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
Ob-la-di, ob-la-da, life goes on, brah!
Lala how the life goes on
[Outro]
And if you want some fun
Take Ob-la-di-bla-da"
269,7,Obladi Oblada,http://www.metrolyrics.com/obladi-oblada-lyrics-beatles.html,1990,"Desmond has a barrow in the marketplace
Molly is the singer in a band
Desmond says to Molly, ""Girl, I like your face""
And Molly says this as she takes him by the hand
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how the life goes on
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how the life goes on
Desmond takes a trolley to the jeweler's store
Buys a twenty carat golden ring (rin-ring)
Takes it back to Molly waiting at the door
And as he gives it to her she begins to sing (sing)
Ob-la-di, ob-la-da (la-la-la-la la-la-)
Life goes on, brah (la-la la-la-la-laaa)
La-la, how the life goes on
Ob-la-di, ob-la-da (la-la-la-la la-la-)
Life goes on, brah (la-la la-la-la-laaa)
La-la, how the life goes on
Yeah
In a couple of years
They have built a home sweet home
With a couple of kids running in the yard
Of Desmond and Molly Jones (ha ha ha ha)
Happy ever after in the market place
Desmond lets the children lend a hand (arm!) (leg!)
Molly stays at home and does her pretty face
And in the evening she still sings it with the band
Yes!
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how the life goes on
Hey!
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how the life goes on
In a couple of years
They have built a home sweet home (home: H-O-M-E)
With a couple of kids running in the yard
Of Desmond and Molly Jones (ha ha ha ha ha ha ha)
Hey!
Happy ever after in the market place
Molly lets the children lend a hand (foot!)
Desmond stays at home and does his pretty face
And in the evening she's a singer with the band
Yeah!
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how the life goes on
Hey!
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how the life goes on (ha ha ha ha)
And if you want some fun (ha ha ha ha ha ha ha)
Take Ob-la-di-bla-da (ha ha ha ha ha ha ha ha)
(ha ha ha ha)
Ahh...
Thank you (ha ha)"
270,5,Octopus's Garden,http://www.metrolyrics.com/octopuss-garden-lyrics-beatles.html,1990,"I'd like to be
Under the sea
In an octopus' garden
In the shade
He'd let us in
Knows where we've been
In his octopus' garden
In the shade
I'd ask my friends
To come and see
An octopus' garden
With me
I'd like to be
Under the sea
In an octopus' garden
In the shade
We would be warm
Below the storm
In our little hideaway
Beneath the waves
Resting our head
On the seabed
In an octopus' garden
Near a cave
We would sing
And dance around
Because we know
We can't be found
I'd like to be
Under the sea
In an octopus' garden
In the shade
We would shout
And swim about
The coral that lies
Beneath the waves
(Lies beneath the ocean waves)
Oh what joy
For every girl and boy
Knowing they're happy
And they're safe
(Happy and they're safe)
We would be so happy
You and me
No one there to tell us
What to do
I'd like to be
Under the sea
In an octopus' garden
With you
In an octopus' garden
With you
In an octopus' garden
With you"
271,1,Oh Darlin',http://www.metrolyrics.com/oh-darlin-lyrics-beatles.html,2006,"Oh! Darling, please believe me
I'll never do you no harm
Believe me when I tell you
I'll never do you no harm
Oh! Darling, if you leave me
I'll never make it alone
Believe me when I beg you
Don't ever leave me alone
When you told me
You didn't need me anymore
Well you know I nearly broke down and cried
When you told me
You didn't need me anymore
Well you know I nearly broke down and died
Oh! Darling, if you leave me
I'll never make it alone
Believe me when I tell you
I'll never do you no harm
Believe me darling
When you told me
You didn't need me anymore
Well you know I nearly broke down and cried
When you told me
You didn't need me anymore
Well you know I nearly broke down and died
Oh! Darling, please believe me
I'll never let you down
(Oh, believe me darling)
Believe me when I tell you
I'll never do you no harm"
272,6,Oh! Darling,http://www.metrolyrics.com/oh-darling-lyrics-beatles.html,1990,"Oh! Darling, please believe me
I'll never do you no harm
Believe me when I tell you
I'll never do you no harm
Oh! Darling, if you leave me
I'll never make it alone
Believe me when I beg you
Don't ever leave me alone
When you told me
You didn't need me anymore
Well you know I nearly broke down and cried
When you told me
You didn't need me anymore
Well you know I nearly broke down and died
Oh! Darling, if you leave me
I'll never make it alone
Believe me when I tell you
I'll never do you no harm
Believe me darling
When you told me
You didn't need me anymore
Well you know I nearly broke down and cried
When you told me
You didn't need me anymore
Well you know I nearly broke down and died
Oh! Darling, please believe me
I'll never let you down
(Oh, believe me darling)
Believe me when I tell you
I'll never do you no harm"
273,0,Old Brown Shoe,http://www.metrolyrics.com/old-brown-shoe-lyrics-beatles.html,1988,
